transaction,category
box8,Food & Dining
delhi metro store 177,Transportation
BIRYANI BLUES,Food & Dining
pvr 233 main st,Entertainment
Amusement,Entertainment
breach candy 329 main st,Health
GAP,Shopping
  udupi  ,Food & Dining
strbucks,Food & Dining
jiosaavN,Entertainment
actbroadband,Utilities
pantaqoons,Shopping
HP,Fuel
satyam cinemas 782 main st,Entertainment
flipkart supermart-store,Groceries
cafe,Food & Dining
hyderabad metro store 252,Transportation
SunOCO,Fuel
medicine/shop,Health
train/shop,Transportation
  mumbai metro  ,Transportation
hulu*,Entertainment
target-store,Shopping
spectra 126 main st,Utilities
Iocl,Fuel
APPLE STORE INDIA,Shopping
rapido*,Transportation
tata cliq 894 main st,Shopping
raYmoND,Shopping
Pspcl,Utilities
homeshop18-store,Shopping
internet 278 main st,Utilities
  snapdeal  ,Shopping
bata.com,Shopping
PANERA,Food & Dining
abhibus.com,Transportation
best,Transportation
indian oil store 222,Fuel
LIFESTYLE STORES,Shopping
diesel*,Fuel
dental-store,Health
bestbuy*,Shopping
PUBLIX,Groceries
pizza/shop,Food & Dining
fuel #9158,Fuel
adani power/shop,Utilities
dtc,Transportation
RAIL,Transportation
altbalaji,Entertainment
dining store 367,Food & Dining
mega cabs,Transportation
  nayara energy  ,Fuel
swiggy instamart,Food & Dining
induan oil,Fuel
jiosavn,Entertainment
walmart*,Groceries
medplus 233 main st,Health
med plus*,Health
reliance smart*,Groceries
care store 109,Health
nextra store 8,Utilities
lunchbox store 210,Food & Dining
  tatacliq  ,Shopping
miraj cinemas 94 main st,Entertainment
spotify store 14,Entertainment
PANerA,Food & Dining
  diesel  ,Fuel
wynk music #4618,Entertainment
alt balaji.com,Entertainment
HPCL,Fuel
water,Utilities
Mobikwik,Transportation
haldirams.com,Food & Dining
bookmyshow #8761,Entertainment
Easyday,Groceries
diesel #9386,Fuel
LIFESTYLE STORES,Shopping
essar oil.com,Fuel
iocl-store,Fuel
Haldiram,Food & Dining
  ola  ,Transportation
hyderabad metro.com,Transportation
puma,Shopping
fuel,Fuel
manipal hospital,Health
Costco,Groceries
Reliance Jio,Utilities
aiims,Health
reliance petrol.com,Fuel
dmart ready/shop,Groceries
rainbow hospital-store,Health
mahanagar gas.com,Utilities
wegmans,Groceries
Airtel Digital Tv,Utilities
shopclues/shop,Shopping
gamestheshop store 8,Entertainment
grocery-store,Groceries
Cafe,Food & Dining
lilavati store 202,Health
playstation #6418,Entertainment
zomto,Food & Dining
den/shop,Utilities
MARATHON,Fuel
essar oil/shop,Fuel
essar oil,Fuel
blusart,Transportation
  mobil  ,Fuel
electric,Utilities
RELIANCE POWER,Utilities
moti mahal.com,Food & Dining
Publix,Groceries
fare #2335,Transportation
STAR BAZAAR,Groceries
red bus.com,Transportation
Nextra,Utilities
chipotle/shop,Food & Dining
bus*,Transportation
redbus store 230,Transportation
parkmng,Transportation
aster/shop,Health
shell india #780,Fuel
  care hospital  ,Health
  subway  ,Food & Dining
bp*,Fuel
zepto/shop,Groceries
VERIZON,Utilities
altialaji,Entertainment
bharat petroleum,Fuel
indian railways*,Transportation
OLA,Transportation
yOUtuBE MUSiC,Entertainment
CINEMA,Entertainment
sonyliv store 382,Entertainment
blusmart store 131,Transportation
narayana health.com,Health
MORE,Groceries
grofers*,Groceries
games th shop,Entertainment
aster 241 main st,Health
DEN,Utilities
apollo pharmacy,Health
ajio #8705,Shopping
Cloudnine,Health
  steam  ,Entertainment
dELHi Jal bOARD,Utilities
airtl,Utilities
  zara  ,Shopping
hpcl.com,Fuel
MEDICOVER,Health
vi #7872,Utilities
SHoP,Shopping
indraprastha gas.com,Utilities
walGreeNS,Health
paytm bus 948 main st,Transportation
MANIPAL HOSPITAL,Health
aldi.com,Groceries
dr lal pathlabs store 261,Health
disney+ hotstar*,Entertainment
clinic,Health
pharmacy #5117,Health
CHAi POINT,Food & Dining
rail-store,Transportation
mfine,Health
dunzo-store,Groceries
metro store 219,Transportation
super bazar/shop,Groceries
  pizza hut india  ,Food & Dining
yashoda.com,Health
Indraprastha Gas,Utilities
fortis hospital #8882,Health
COFFEE,Food & Dining
chfpotle,Food & Dining
srl diagnostics*,Health
power,Utilities
PAYTM MOVIES,Entertainment
tneb-store,Utilities
mall,Shopping
fortis hospital,Health
den #5648,Utilities
gap 108 main st,Shopping
indiamart.com,Shopping
nayara energy*,Fuel
shopclues/shop,Shopping
  indraprastha gas  ,Utilities
water-store,Utilities
LibERtY,Shopping
youtube music/shop,Entertainment
fuel/shop,Fuel
hoichoi,Entertainment
haldirm,Food & Dining
koovs,Shopping
srl diagnostics store 73,Health
reliance petroleum/shop,Fuel
gas company-store,Utilities
aiims-store,Health
vodafene,Utilities
chai point*,Food & Dining
  mobikwik  ,Transportation
parking store 362,Transportation
electric,Utilities
miraj cinemas,Entertainment
idea*,Utilities
cng/shop,Fuel
lybrate 181 main st,Health
shell-store,Fuel
  metro  ,Transportation
nature's uasket,Groceries
vijay sales-store,Shopping
subhay,Transportation
shopper's stop-store,Shopping
swiggy instamart-store,Food & Dining
theater.com,Entertainment
more megastore,Groceries
apna bazaar/shop,Groceries
chevron 286 main st,Fuel
nextra/shop,Utilities
spar*,Groceries
redbus*,Transportation
meru cabs.com,Transportation
taco bell/shop,Food & Dining
KOKILABEN,Health
Sun diREct,Utilities
  med plus  ,Health
ovenstoy,Food & Dining
hyderabad metro-store,Transportation
BISTRO,Food & Dining
pvr 22 main st,Entertainment
MH,Health
vodafone/shop,Utilities
bp 647 main st,Fuel
prime video india,Entertainment
erosnow,Entertainment
sony liv/shop,Entertainment
bistro 700 main st,Food & Dining
manipal hospital/shop,Health
water-store,Utilities
tata sky store 444,Utilities
VODAFONE IDEA,Utilities
more megastore #170,Groceries
UI,Transportation
zEE5,Entertainment
hpcl-store,Fuel
Kolkata Metro,Transportation
dmart-store,Groceries
1mg 408 main st,Health
att store 292,Utilities
zee5/shop,Entertainment
ola-store,Transportation
shell 976 main st,Fuel
pvr 924 main st,Entertainment
  rebel foods  ,Food & Dining
grocery store 306,Groceries
auto gas #6659,Fuel
dMrc,Transportation
red bus-store,Transportation
nayara enery,Fuel
  verizon  ,Utilities
BOX8,Food & Dining
oven story store 394,Food & Dining
pvr cinemas 680 main st,Entertainment
abhibus*,Transportation
hindustan petroleum*,Fuel
zara-store,Shopping
restaurant,Food & Dining
  raymond  ,Shopping
fortis.com,Health
alt balaji/shop,Entertainment
  lunchbox  ,Food & Dining
  sun nxt  ,Entertainment
Utilities,Utilities
woodland*,Shopping
cable,Utilities
delhi metro/shop,Transportation
amusement 684 main st,Entertainment
SPOTIFY INDIA,Entertainment
EROSNOW,Entertainment
  aiims  ,Health
mobikwik*,Transportation
spencer's*,Groceries
cng.com,Fuel
STAR BAZAAR,Groceries
udupi,Food & Dining
jiocinema 565 main st,Entertainment
act fibernet #195,Utilities
sun dirct,Utilities
rebel foods 380 main st,Food & Dining
meDiCINe,Health
myupchar.com,Health
supermarket #5588,Groceries
lybrate-store,Health
parkig,Transportation
tACO beLl,Food & Dining
xental,Health
  tikona  ,Utilities
att #628,Utilities
super bazar*,Groceries
dunkin store 500,Food & Dining
reliance petrol,Fuel
act fibernet*,Utilities
bPcL,Fuel
MH,Health
PeTroL pump,Fuel
flipkart supermart store 391,Groceries
practo.com,Health
limeroad-store,Shopping
indraprastha gas store 446,Utilities
freshmecu,Food & Dining
red bus,Transportation
act fibernet,Utilities
hinduja hospital*,Health
verizon #3922,Utilities
SHELL,Fuel
dunkin*,Food & Dining
Costco,Groceries
aha,Entertainment
rEliaNcE fRESh,Groceries
OVen stORy,Food & Dining
pvr,Entertainment
PD,Food & Dining
adani power,Utilities
train store 8,Transportation
petrol pump,Fuel
chai point,Food & Dining
apsrtc-store,Transportation
sutoco,Fuel
gap,Shopping
natures basket.com,Groceries
jio cinema/shop,Entertainment
reliance petroleum #5394,Fuel
WHolE foods,Groceries
Nayara Energy,Fuel
hindstan petroleum,Fuel
snapdeal/shop,Shopping
IG,Utilities
subway,Transportation
metro-store,Transportation
yashoda/shop,Health
swiggy/shop,Food & Dining
  burger king india  ,Food & Dining
haldiram,Food & Dining
DECATHLON INDIA,Shopping
diner/shop,Food & Dining
big bazaar-store,Groceries
BURGER,Food & Dining
Water,Utilities
SUpeRMArKeT,Groceries
msedcl*,Utilities
amazon inda,Shopping
groceny,Groceries
POWER,Utilities
gap 588 main st,Shopping
spotify india-store,Entertainment
aha #3652,Entertainment
whole foods,Groceries
mumbai metro 17 main st,Transportation
star bazar,Groceries
cosTcO,Groceries
suway,Transportation
yashoda-store,Health
walmart 813 main st,Groceries
fare*,Transportation
max hospital*,Health
supermarket,Groceries
zara,Shopping
shell india/shop,Fuel
  cable  ,Utilities
clinic #1114,Health
publix.com,Groceries
jio cinema,Entertainment
gascompany,Utilities
Market,Groceries
walgreens*,Health
utilities,Utilities
hindustan petroleum/shop,Fuel
tata sky*,Utilities
red bus,Transportation
phoe,Utilities
cable store 282,Utilities
irctc/shop,Transportation
mcdonalds store 270,Food & Dining
  jio bp  ,Fuel
phone,Utilities
more megastore*,Groceries
koovs #6295,Shopping
CABLE,Utilities
spencers*,Groceries
woodland-store,Shopping
tneb.com,Utilities
msedcl.com,Utilities
spencers,Groceries
bangalore metro-store,Transportation
PANTALOONS,Shopping
dunkin,Food & Dining
paytm bus 892 main st,Transportation
  namma metro  ,Transportation
train/shop,Transportation
gamestheshop store 418,Entertainment
parking 781 main st,Transportation
MacyS,Shopping
red bus 375 main st,Transportation
LIFESTYLE STORES,Shopping
att-store,Utilities
WALMART,Groceries
costco*,Groceries
rite aid/shop,Health
oneplus store #3132,Shopping
inox 841 main st,Entertainment
twenty four seven,Groceries
trmnsit,Transportation
uaan,Shopping
nayara energy 595 main st,Fuel
D2H,Utilities
the burger club*,Food & Dining
cinema*,Entertainment
walmart,Groceries
meicine,Health
hindustan petroleum*,Fuel
sahakari bhandar,Groceries
chai point,Food & Dining
ccd,Food & Dining
Fare,Transportation
Book My Show,Entertainment
puma*,Shopping
Motherhood,Health
veryzon,Utilities
wow momo*,Food & Dining
decathlon india,Shopping
JiosAaVn,Entertainment
CHAAYOS,Food & Dining
  petrol pump  ,Fuel
costoo,Groceries
mrket,Groceries
  you broadband  ,Utilities
medicine 650 main st,Health
reliance petrl,Fuel
aha.com,Entertainment
Dmrc,Transportation
Sun Nxt,Entertainment
gasoline,Fuel
ZEE5,Entertainment
bestbuy*,Shopping
flrpkart supermart,Groceries
jio cinema-store,Entertainment
Sun Nxt,Entertainment
  nike  ,Shopping
spectra*,Utilities
Retail,Shopping
raymond,Shopping
Ksrtc,Transportation
shoppers stop/shop,Shopping
oneplus store*,Shopping
rainbow hospital/shop,Health
fare #1024,Transportation
mahanagar gas,Utilities
AbHIBUS,Transportation
pspcl-store,Utilities
metro ash,Groceries
auto gas #847,Fuel
retail/shop,Shopping
nykaa fashion 976 main st,Shopping
relance smart,Groceries
dbshtv,Utilities
PETROL PUMP,Fuel
d mArT,Groceries
CRAFTSVILLA,Shopping
Gap,Shopping
bharat petroleum.com,Fuel
you broadband #8505,Utilities
  sun nxt  ,Entertainment
nayara energy*,Fuel
  mx player  ,Entertainment
pspl,Utilities
lybrate.com,Health
manipal hospital store 277,Health
WF,Groceries
uber india,Transportation
gamestheshop 137 main st,Entertainment
hoichoi,Entertainment
Shoppers Stop,Shopping
bescom/shop,Utilities
marathon,Fuel
tata sko,Utilities
dishtv*,Utilities
fortis hospital,Health
dishtv,Utilities
nextra #6893,Utilities
Barista,Food & Dining
indraprastha gas.com,Utilities
sonyliv,Entertainment
subway.com,Transportation
Costco,Groceries
AMAZON INDIA,Shopping
naaptol,Shopping
jio bp-store,Fuel
oneplus store*,Shopping
bistro #1889,Food & Dining
hindustan petroleum*,Fuel
irctc*,Transportation
shopers stop,Shopping
reliance fresh-store,Groceries
central #1760,Shopping
hoichoi store 125,Entertainment
tatasky/shop,Utilities
comcast,Utilities
myupchr,Health
doctor 85 main st,Health
metro cash #1176,Groceries
shopclues 696 main st,Shopping
jio saavn*,Entertainment
RELIANCE PETROL,Fuel
shopper's top,Shopping
fresh menu.com,Food & Dining
MaHANAGaR GaS,Utilities
jaslok store 448,Health
dminos,Food & Dining
GAS STATION,Fuel
HALDIrAMS,Food & Dining
hpcl-store,Fuel
sunoco*,Fuel
  nature's basket  ,Groceries
coffye,Food & Dining
apna bazaar 972 main st,Groceries
FReSH,Groceries
Petrol Pump,Fuel
cable,Utilities
haldiram-store,Food & Dining
target #8831,Shopping
h&m 475 main st,Shopping
nammavmetro,Transportation
chevron,Fuel
macys-store,Shopping
hyderabad metro store 444,Transportation
indian rAILwAys,Transportation
lifestyle stores*,Shopping
hungama.com,Entertainment
diesel.com,Fuel
OC,Transportation
cinea,Entertainment
Limeroad,Shopping
liberty 799 main st,Shopping
namma metro,Transportation
Msrtc,Transportation
amusement.com,Entertainment
IndiaN oil,Fuel
abhibus 206 main st,Transportation
the burger club*,Food & Dining
maRAtHON,Fuel
WALGREENS,Health
reebk,Shopping
diesel,Fuel
exxon 591 main st,Fuel
taco bell,Food & Dining
DMRC,Transportation
bmtc store 132,Transportation
  max fashion  ,Shopping
dInEr,Food & Dining
bistro,Food & Dining
sunoco 193 main st,Fuel
super bazar/shop,Groceries
spencer's,Groceries
DUNZO,Groceries
Hospital,Health
  diner  ,Food & Dining
apple store 189 main st,Shopping
naaptol store 82,Shopping
essar oil-store,Fuel
sunoco,Fuel
delhi metro #1958,Transportation
fortis hospital/shop,Health
MYNTRA,Shopping
flipkart supermart 703 main st,Groceries
grofers,Groceries
essar oil*,Fuel
STORE,Shopping
  iocl  ,Fuel
narayana health.com,Health
twenty four seven,Groceries
fresh menu #9628,Food & Dining
yashoda store 83,Health
box8 172 main st,Food & Dining
pizza 34 main st,Food & Dining
abhibus.com,Transportation
Gaana,Entertainment
PHOnE,Utilities
CC,Entertainment
best*,Transportation
naaptol,Shopping
paytm mall,Shopping
hydjrabad metro,Transportation
erosnow #7298,Entertainment
Pizza HuT INDIa,Food & Dining
supermarket,Groceries
Box8,Food & Dining
parking,Transportation
hindustan petroleum,Fuel
dmart.com,Groceries
costco.com,Groceries
yfine,Health
dmart ready,Groceries
games #5653,Entertainment
Paytm Movies,Entertainment
act broadband store 142,Utilities
xbox store 433,Entertainment
walgreens.com,Health
burger #3685,Food & Dining
dr lal pathlabs.com,Health
AP,Health
bhqrat petroleum,Fuel
fresh*,Groceries
subway india,Food & Dining
halDiraM,Food & Dining
gas company-store,Utilities
kolkmta metro,Transportation
coffee-store,Food & Dining
wockhardt #7045,Health
fresh*,Groceries
bharat petroleum*,Fuel
srl diagnostics.com,Health
wockhardt store 126,Health
disney hotstar/shop,Entertainment
vijay sales #6232,Shopping
NE,Fuel
cafe.com,Food & Dining
retal,Shopping
Uber India,Transportation
Spencers,Groceries
relianc power,Utilities
xbox store 352,Entertainment
iocl #326,Fuel
apollo clinic.com,Health
youbroadband,Utilities
bubger,Food & Dining
dtc 264 main st,Transportation
tikona,Utilities
OS,Shopping
med plus 789 main st,Health
nayara EnERgY,Fuel
DIESEL,Fuel
electric #5721,Utilities
bharat petroleum-store,Fuel
hindutan petroleum,Fuel
cliic,Health
taco bell india store 459,Food & Dining
rail store 457,Transportation
koos,Shopping
BOOK mY show,Entertainment
big basket/shop,Groceries
  tatacliq  ,Shopping
msedcl,Utilities
  bangalore metro  ,Transportation
rainbow hospital,Health
HYDERABAD METRO,Transportation
irani cafe,Food & Dining
mega cabs #967,Transportation
ola cabs #6030,Transportation
rail #3221,Transportation
  reliance petrol  ,Fuel
hpcl,Fuel
apple store*,Shopping
indian oil,Fuel
zara/shop,Shopping
COFFEE,Food & Dining
fortis #3265,Health
faasos/shop,Food & Dining
motherhood.com,Health
hindustan petroleum/shop,Fuel
Bpcl,Fuel
domInOS INDia,Food & Dining
wegmans/shop,Groceries
mUMbAi meTRo,Transportation
apna bazaar #8842,Groceries
Nayara Energy,Fuel
Bp,Fuel
westside 633 main st,Shopping
Den,Utilities
lybrate,Health
essar oil 476 main st,Fuel
Udaan,Shopping
  raymond  ,Shopping
grofers,Groceries
eros now-store,Entertainment
Kims Hospital,Health
disnhy hotstar,Entertainment
burger king india,Food & Dining
pspcl,Utilities
croma,Shopping
gvsoline,Fuel
gas station 217 main st,Fuel
RA,Health
bharat petroleum 446 main st,Fuel
pvr cinemas/shop,Entertainment
  hinduja hospital  ,Health
wockhardt 474 main st,Health
ola,Transportation
nexira,Utilities
bata.com,Shopping
fortis hospital #1129,Health
vijay sales,Shopping
pantloons,Shopping
dominos india 850 main st,Food & Dining
rapido #1624,Transportation
Cvs,Health
MOVIE,Entertainment
bistro-store,Food & Dining
chevron.com,Fuel
metro cash/shop,Groceries
rebel foods.com,Food & Dining
VI,Utilities
HINDUSTAN PETROLEUM,Fuel
transit,Transportation
rail 964 main st,Transportation
GAMES,Entertainment
Energy,Utilities
jiosaavn*,Entertainment
dental 891 main st,Health
DELHI METRO,Transportation
electric,Utilities
ola.com,Transportation
moti mahal store 301,Food & Dining
bsnl,Utilities
Myntra,Shopping
cloudnine,Health
onemg.com,Health
exxon #1379,Fuel
  utilities  ,Utilities
apollo pharmacy/shop,Health
  shopper's stop  ,Shopping
  petrol pump  ,Fuel
NB,Groceries
reebok,Shopping
AI,Shopping
irctc #3451,Transportation
hotstar,Entertainment
  erosnow  ,Entertainment
starbucks-store,Food & Dining
ovenstory store 340,Food & Dining
aiims,Health
indian railways,Transportation
snapdeal 425 main st,Shopping
ShOPPeR'S Stop,Shopping
fab india #2351,Shopping
spencer's.com,Groceries
truemxds,Health
pvr cinemas store 18,Entertainment
jio mart,Groceries
target-store,Shopping
target 770 main st,Groceries
HH,Health
spotify india.com,Entertainment
YB,Utilities
health-store,Health
macys/shop,Shopping
rainbow hospital-store,Health
pharmacy store 196,Health
Youtube Music,Entertainment
PM,Entertainment
games 493 main st,Entertainment
safeway #7932,Groceries
gas comany,Utilities
bikanervala/shop,Food & Dining
red buS,Transportation
  bsnl  ,Utilities
JIosaavN,Entertainment
oven story,Food & Dining
reebok-store,Shopping
amazon*,Shopping
theater*,Entertainment
xbox,Entertainment
idea/shop,Utilities
TIkona,Utilities
1mg.com,Health
bses 507 main st,Utilities
fresh*,Groceries
gas stetion,Fuel
Diner,Food & Dining
diyney+ hotstar,Entertainment
box8 118 main st,Food & Dining
Cvs,Health
EBAY,Shopping
jio cinema 304 main st,Entertainment
MetRO,Transportation
walmart 195 main st,Shopping
  chevron  ,Fuel
h&m,Shopping
aha-store,Entertainment
trein,Transportation
ola-store,Transportation
MUMBAI METRO,Transportation
dinur,Food & Dining
zepto 224 main st,Groceries
mtnl,Utilities
satyam cinemas,Entertainment
jabong-store,Shopping
Medical,Health
Hpcl,Fuel
clinic 677 main st,Health
marathon/shop,Fuel
more,Groceries
rite aid-store,Health
  mfine  ,Health
cng store 178,Fuel
entertainment store 470,Entertainment
relIANCE pETROL,Fuel
amazon india store 489,Shopping
EROSNOW,Entertainment
wegmans,Groceries
SS,Shopping
reebok,Shopping
reliance petroleum*,Fuel
dr lal pathlabs-store,Health
banglore metro,Transportation
jio/shop,Utilities
miraj cinemas-store,Entertainment
nayara energy.com,Fuel
KOLKATA METRO,Transportation
FLIPKART SUPERMART,Groceries
flipkart,Shopping
verizon,Utilities
24 seven,Groceries
igl.com,Utilities
dmart ready store 289,Groceries
sunoco.com,Fuel
mx PLAyER,Entertainment
diesEL,Fuel
breach candy,Health
ato gas,Fuel
uber #1599,Transportation
xbox-store,Entertainment
JIO BP,Fuel
saravana bhavan #6584,Food & Dining
YOU BROADBAND,Utilities
hpcl.com,Fuel
essar il,Fuel
Exxon,Fuel
  walgreens  ,Health
TATA POWER,Utilities
Tatasky,Utilities
bestguy,Shopping
  spar  ,Groceries
abhibus*,Transportation
  bpcl  ,Fuel
rapido,Transportation
doctor-store,Health
cng-store,Fuel
cafe store 241,Food & Dining
mtnl,Utilities
disney #3203,Entertainment
shell.com,Fuel
taco bell.com,Food & Dining
mahanagar gas,Utilities
ebay/shop,Shopping
medicine 650 main st,Health
exxon.com,Fuel
Bookmyshow,Entertainment
zee5,Entertainment
PVR,Entertainment
dishtv,Utilities
Concert,Entertainment
tikona #406,Utilities
SB,Groceries
CP,Food & Dining
punjabi dhaba/shop,Food & Dining
NARAYANA HEALTH,Health
phone.com,Utilities
Freshmenu,Food & Dining
medicine #5939,Health
WATER,Utilities
uber.com,Transportation
hoichoi #9531,Entertainment
train,Transportation
fresh*,Groceries
jitmart,Groceries
PAytM bUS,Transportation
ciyepolis,Entertainment
narayana health #3801,Health
sunoco #519,Fuel
Bsnl,Utilities
raymond,Shopping
fresh #6469,Groceries
SUPERMARKET,Groceries
shopper's stop-store,Shopping
shell india/shop,Fuel
Blusmart,Transportation
exxon,Fuel
faasos,Food & Dining
chevron 742 main st,Fuel
games #5996,Entertainment
swiggy nstamart,Food & Dining
Reliance Jio,Utilities
CVS,Health
CABLE,Utilities
AP,Health
AC,Health
movie*,Entertainment
walgreens*,Health
ola cabs #9660,Transportation
shell-store,Fuel
sUnOcO,Fuel
yu broadband,Utilities
nextra,Utilities
playsation,Entertainment
PeTROL pUmp,Fuel
DT,Utilities
liberty 178 main st,Shopping
DR LAL PATHLABS,Health
Cvs,Health
bangalore etro,Transportation
d mart.com,Groceries
cable store 99,Utilities
ChEnNAI MetRO,Transportation
vodafone,Utilities
jioiart,Groceries
sahakari bhandar store 333,Groceries
pvr cinemas,Entertainment
Shell,Fuel
lifestyle,Shopping
iNdian railwAyS,Transportation
spotify india-store,Entertainment
big azaar,Groceries
jiomart/shop,Groceries
swiggy,Food & Dining
cinepolis-store,Entertainment
Lyft,Transportation
SWIGGY,Food & Dining
onemg #311,Health
hpcl.com,Fuel
pspce,Utilities
pspcl/shop,Utilities
essar oil,Fuel
cvs,Health
paytm bus,Transportation
Tata Power,Utilities
wow momo #6067,Food & Dining
marathon*,Fuel
figbazaar,Groceries
HINDUSTAN PETROLEUM,Fuel
Airtel Digital Tv,Utilities
taxi #8089,Transportation
bgbasket,Groceries
Apollo Clinic,Health
abhibus 593 main st,Transportation
Macys,Shopping
bharat petroleum*,Fuel
ShoPClUeS,Shopping
subway,Food & Dining
auto gas,Fuel
supermarket,Groceries
apsrtc store 358,Transportation
mumbai metro*,Transportation
paytm movigs,Entertainment
netflx,Entertainment
telecom #4551,Utilities
MCDONALDS,Food & Dining
MSRTc,Transportation
tRaNsPOrT,Transportation
biknnervala,Food & Dining
shell india/shop,Fuel
hotstar store 430,Entertainment
games 180 main st,Entertainment
d lal pathlabs,Health
apsrtc/shop,Transportation
nike.com,Shopping
  rebel foods  ,Food & Dining
craftsvilla-store,Shopping
cafe-store,Food & Dining
srL DIagNostICS,Health
fuel #3819,Fuel
reliancekpetrol,Fuel
disney hotstar.com,Entertainment
iocl*,Fuel
lilavati-store,Health
koovv,Shopping
APOLLO HOSPITALS,Health
reliance smart #4442,Groceries
AJIO,Shopping
SpoTIFy,Entertainment
indiat oil,Fuel
chayos,Food & Dining
NoRdsTRom,Shopping
iani cafe,Food & Dining
netmeds/shop,Health
Act Broadband,Utilities
manipal hospital*,Health
reebok store 147,Shopping
PETROL,Fuel
chevron*,Fuel
croma,Shopping
att/shop,Utilities
coffe,Food & Dining
namma metbo,Transportation
lilavati,Health
1mg 442 main st,Health
zara store 436,Shopping
Myupchar,Health
Cable,Utilities
svencer's,Groceries
chevron,Fuel
grofers*,Groceries
hathway*,Utilities
CVS,Health
vijayhsales,Shopping
gap,Shopping
sPoTIfy,Entertainment
wockhardt*,Health
  max healthcare  ,Health
pvr cinemas.com,Entertainment
chennai metro #9866,Transportation
woodland #5205,Shopping
max hospital,Health
mbil,Fuel
paytm bus-store,Transportation
flipkart store 261,Shopping
bestbuy.com,Shopping
nilgiris*,Groceries
theater store 391,Entertainment
dmart ready*,Groceries
CHAI POINT,Food & Dining
shop-store,Shopping
SRL DIAGNOSTICS,Health
paytm moiies,Entertainment
DM,Transportation
jAbONg,Shopping
abhibus-store,Transportation
mobil/shop,Fuel
hungama 338 main st,Entertainment
rainbow hospital,Health
zomato #5599,Food & Dining
MX PLAYER,Entertainment
  jiocinema  ,Entertainment
retail 702 main st,Shopping
sahakari bhandar-store,Groceries
care hospital store 56,Health
CH,Health
frtis hospital,Health
vijay sales*,Shopping
paring,Transportation
  aldi  ,Groceries
ABHIBUS,Transportation
WhOlE fOoDs,Groceries
bigbazaar/shop,Groceries
decatjlon india,Shopping
  sun nxt  ,Entertainment
ReLIance fResh,Groceries
dental/shop,Health
petdol,Fuel
  hospital  ,Health
FAASOS,Food & Dining
VODAFONE IDEA,Utilities
GROCERY,Groceries
fare*,Transportation
apollo clinic store 211,Health
shell india-store,Fuel
dining/shop,Food & Dining
spectra store 444,Utilities
aimtel digital tv,Utilities
dmrc-store,Transportation
metro cash,Groceries
dr lal pathlabs,Health
ola cabs.com,Transportation
cosTCO,Groceries
THE BURGER CLUB,Food & Dining
  nilgiri's  ,Groceries
  hpcl  ,Fuel
PETROL PUMP,Fuel
relince smart,Groceries
grocery/shop,Groceries
delhi mero,Transportation
oneplus store*,Shopping
MEDICAL,Health
essarioil,Fuel
snapdeal/shop,Shopping
OP,Shopping
nature's basket store 53,Groceries
airtel digital tv store 15,Utilities
taco bell #122,Food & Dining
gasoline*,Fuel
med plus 527 main st,Health
dtc #5315,Transportation
  koovs  ,Shopping
att,Utilities
mumbai metro/shop,Transportation
rite aid/shop,Health
act fibernet,Utilities
book my show,Entertainment
truemeds,Health
pisney,Entertainment
grocery*,Groceries
  transport  ,Transportation
kroger store 304,Groceries
spectra*,Utilities
restaurant store 65,Food & Dining
fuel-store,Fuel
Amazon Prime,Entertainment
airtel igital tv,Utilities
train 10 main st,Transportation
delhi jal board #1953,Utilities
hpcl,Fuel
PARKING,Transportation
you broadband.com,Utilities
bses #5160,Utilities
Indian Railways,Transportation
cable/shop,Utilities
  wegmans  ,Groceries
homeshop18*,Shopping
target*,Shopping
shell,Fuel
den/shop,Utilities
chennai metrj,Transportation
iocl,Fuel
DOcToR,Health
Airtel Digital Tv,Utilities
taco bell-store,Food & Dining
DMRC,Transportation
pantakoons,Shopping
shop*,Shopping
aMaZon PRImE,Entertainment
ADT,Utilities
central store 460,Shopping
kolkata metro-store,Transportation
  flipkart  ,Shopping
  mahanagar gas  ,Utilities
  natures basket  ,Groceries
gaaa,Entertainment
cafe 869 main st,Food & Dining
clinic/shop,Health
exxon/shop,Fuel
watef,Utilities
bharat petroleum-store,Fuel
oneMG,Health
aldi,Groceries
chipotle,Food & Dining
grocry,Groceries
  udupi  ,Food & Dining
utilities store 245,Utilities
naapool,Shopping
  tatasky  ,Utilities
fortis hospital store 346,Health
med plus store 80,Health
paytm movies 405 main st,Entertainment
  shell india  ,Fuel
gaana-store,Entertainment
lybrate #6919,Health
max hospital,Health
breach candy store 11,Health
taco bell india*,Food & Dining
nepto,Groceries
idea,Utilities
concert.com,Entertainment
burger,Food & Dining
medical-store,Health
PETROl PuMp,Fuel
ALTBALAJI,Entertainment
spar.com,Groceries
1mg-store,Health
shell india/shop,Fuel
natures baskdt,Groceries
transport,Transportation
dunzo/shop,Groceries
bsnl/shop,Utilities
apollo pharmacy-store,Health
SUN DIRECT,Utilities
AIRTEL,Utilities
limeroad.com,Shopping
store*,Shopping
liserty,Shopping
EROS NOW,Entertainment
  bp  ,Fuel
panera store 37,Food & Dining
pharmeasy*,Health
torrent power.com,Utilities
pizza hut india 618 main st,Food & Dining
ASTER,Health
inox.com,Entertainment
airtel*,Utilities
haldiram,Food & Dining
max healthcare,Health
fare.com,Transportation
bistro*,Food & Dining
subway,Transportation
aldi,Groceries
NaTUrE's BAsKET,Groceries
practo #7095,Health
cloudnine-store,Health
