transaction,category
Srl Diagnostics,Health
chenni metro,Transportation
DR LAL PATHLABS,Health
medplus 237 main st,Health
redbus,Transportation
Iocl,Fuel
you broadband,Utilities
jio cinema*,Entertainment
indiamart store 160,Shopping
mcdonalds/shop,Food & Dining
macys*,Shopping
kochi metbo,Transportation
gmestheshop,Entertainment
Macys,Shopping
vijay sales*,Shopping
  verizon  ,Utilities
dunzo.com,Groceries
saravana bhavan,Food & Dining
SAMsuNg StORe,Shopping
doctor-store,Health
hotstai,Entertainment
Central,Shopping
wegmans*,Groceries
gap,Shopping
  eros now  ,Entertainment
LILAVATI,Health
spotiy india,Entertainment
reliance petroaeum,Fuel
kochi metro #2524,Transportation
pvr cinemas store 298,Entertainment
SD,Health
poorvika*,Shopping
Namma Metro,Transportation
eros now 561 main st,Entertainment
SN,Entertainment
UtiLiTIes,Utilities
Dish Tv,Utilities
jiomart #8977,Groceries
irani cafe-store,Food & Dining
hotstar/shop,Entertainment
spoify,Entertainment
gvsoline,Fuel
Shoppers Stop,Shopping
RP,Utilities
yashoda 210 main st,Health
burger king india,Food & Dining
BM,Transportation
dtc store 103,Transportation
  zomato  ,Food & Dining
ZEE5,Entertainment
tikona,Utilities
  rite aid  ,Health
sunoco #7520,Fuel
target-store,Shopping
sonyliv 687 main st,Entertainment
easyday 327 main st,Groceries
electric,Utilities
walgreens #3269,Health
nilgiri's,Groceries
restaurant,Food & Dining
Subway,Transportation
airdel,Utilities
  faasos  ,Food & Dining
  bp  ,Fuel
jiomart,Groceries
DINER,Food & Dining
MORE,Groceries
cracto,Health
reliance petrol #5922,Fuel
cafe coffee day-store,Food & Dining
punjabi dhaba #2860,Food & Dining
BS,Transportation
concert.com,Entertainment
ExxON,Fuel
miraj cinemas,Entertainment
Games The Shop,Entertainment
cosTcO,Groceries
parkig,Transportation
meRU CABs,Transportation
coftee,Food & Dining
Vodafone,Utilities
reliane trends,Shopping
ircTc,Transportation
ajio*,Shopping
1mG,Health
Srl Diagnostics,Health
transit.com,Transportation
rainbow hospital*,Health
  instamart  ,Groceries
Supermarket,Groceries
gasolire,Fuel
hungama 139 main st,Entertainment
inDRaprAstHA gAs,Utilities
wow momo store 96,Food & Dining
rAInBOw HOsPitAl,Health
apllo clinic,Health
moti mahal 64 main st,Food & Dining
BB,Food & Dining
UTILITIES,Utilities
DMART,Groceries
Jiocinema,Entertainment
  igl  ,Utilities
  reliance fresh  ,Groceries
CRoma,Shopping
grocery store 306,Groceries
Bigbasket,Groceries
med plus*,Health
ajio 719 main st,Shopping
BEHROUZ BIRYANI,Food & Dining
SWIGGY,Food & Dining
mi store 530 main st,Shopping
CNG,Fuel
kfc india,Food & Dining
tata sky #5011,Utilities
erosenow,Entertainment
lilavati #2353,Health
bangalore metro #1057,Transportation
easyday.com,Groceries
diner 337 main st,Food & Dining
bookmyshow store 153,Entertainment
grocery-store,Groceries
DLP,Health
petrol-store,Fuel
SN,Entertainment
  steam  ,Entertainment
AG,Fuel
restaurant,Food & Dining
tatt power,Utilities
easyday #5322,Groceries
limeroad,Shopping
apollo clinic,Health
disney hotstar 813 main st,Entertainment
bpcl-store,Fuel
dmart rady,Groceries
sta bazaar,Groceries
liberty 946 main st,Shopping
nextra #6893,Utilities
sunoco.com,Fuel
  lilavati  ,Health
red bus store 322,Transportation
idea #1068,Utilities
fare*,Transportation
safeway 341 main st,Groceries
nilgiri's,Groceries
JIO BP,Fuel
taco bell india-store,Food & Dining
  pizza  ,Food & Dining
subwy,Transportation
dmart 411 main st,Groceries
walMART,Shopping
MC,Entertainment
dish tv 594 main st,Utilities
petrol-store,Fuel
Freshmenu,Food & Dining
idea #2287,Utilities
grocery 877 main st,Groceries
DIniNg,Food & Dining
OLA,Transportation
fuel,Fuel
Rainbow Hospital,Health
theater/shop,Entertainment
1mg*,Health
adidas-store,Shopping
bharat phtroleum,Fuel
indiamart.com,Shopping
  care  ,Health
udaan-store,Shopping
amazon india 866 main st,Shopping
CRAFTSVILLA,Shopping
alt baiaji,Entertainment
shop*,Shopping
youtube music.com,Entertainment
eosnow,Entertainment
mobil*,Fuel
saraana bhavan,Food & Dining
myuphar,Health
fare/shop,Transportation
torrent power store 62,Utilities
blu smart #6594,Transportation
rebel foods-store,Food & Dining
mall,Shopping
limeroad.com,Shopping
  whole foods  ,Groceries
metro-store,Transportation
ccd/shop,Food & Dining
zara store 423,Shopping
fARe,Transportation
jio saavn #211,Entertainment
ESSAR OIL,Fuel
internet,Utilities
inox 689 main st,Entertainment
gamestheshop,Entertainment
spectra store 260,Utilities
reliance fresh-store,Groceries
mtnl/shop,Utilities
ksotc,Transportation
Redbus,Transportation
Msrtc,Transportation
Namma Metro,Transportation
reliance power,Utilities
marathon/shop,Fuel
den #8501,Utilities
moti mahal 790 main st,Food & Dining
samsung store*,Shopping
Spencer'S,Groceries
cafe,Food & Dining
OlA caBs,Transportation
enerpy,Utilities
eletric,Utilities
amazon india #3277,Shopping
  myupchar  ,Health
2S,Groceries
erosnow.com,Entertainment
dental #6265,Health
telecom-store,Utilities
dunzo-store,Groceries
sn nxt,Entertainment
BP,Fuel
fuel/shop,Fuel
pvr cinemas.com,Entertainment
naaptol,Shopping
ovenstoy,Food & Dining
power*,Utilities
ShOPPeR'S Stop,Shopping
netmeds 778 main st,Health
bigbasket/shop,Groceries
  redbus  ,Transportation
DUNKIN,Food & Dining
act fibenet,Utilities
  meru cabs  ,Transportation
den.com,Utilities
jio bp store 12,Fuel
spar #216,Groceries
uber 334 main st,Transportation
burger #6543,Food & Dining
pharmeay,Health
faasos,Food & Dining
bharat pntroleum,Fuel
cng-store,Fuel
apollo pharmacy/shop,Health
medical #2635,Health
fUEL,Fuel
idea*,Utilities
tneb.com,Utilities
kolkata metro/shop,Transportation
red bus 375 main st,Transportation
electric,Utilities
  lifestyle  ,Shopping
  paytm movies  ,Entertainment
dominos india 850 main st,Food & Dining
pizza store 244,Food & Dining
sunoco store 204,Fuel
  nature's basket  ,Groceries
metro.com,Transportation
samsung store.com,Shopping
  dominos  ,Food & Dining
safeWAy,Groceries
oed bus,Transportation
cvs-store,Health
suway,Transportation
CINEpOlis,Entertainment
bharat PEtRoLeuM,Fuel
irctc #3451,Transportation
homeshop18 368 main st,Shopping
relIAnCE digItAl,Shopping
cesc store 75,Utilities
fare 1 main st,Transportation
hpcl,Fuel
SI,Entertainment
biryani blues,Food & Dining
ola cabs #4075,Transportation
GTS,Entertainment
barista*,Food & Dining
dmrc-store,Transportation
  max healthcare  ,Health
SN,Entertainment
narayana health-store,Health
gasoline/shop,Fuel
cloudnine #362,Health
petrol 397 main st,Fuel
NAAPTOL,Shopping
WOCkharDT,Health
diner/shop,Food & Dining
SpEctra,Utilities
woodland*,Shopping
punjabi dhaba*,Food & Dining
SatyAm CIneMaS,Entertainment
amazon india store 489,Shopping
hpcl 591 main st,Fuel
breach candy*,Health
sunoco-store,Fuel
rite aid #3417,Health
ola cabs #9660,Transportation
dmrc/shop,Transportation
airtel.com,Utilities
BURGER KING INDIA,Food & Dining
lybrate #6919,Health
electric/shop,Utilities
altbalaji-store,Entertainment
chevron*,Fuel
indraprastha gas-store,Utilities
  act fibernet  ,Utilities
adidas store 406,Shopping
airtel digital tv,Utilities
  hungama  ,Entertainment
auto gas.com,Fuel
publix.com,Groceries
spectra,Utilities
ccd*,Food & Dining
publix.com,Groceries
1Mg,Health
medplus store 17,Health
Auto Gas,Fuel
nayara energy,Fuel
hungama,Entertainment
cvs #5231,Health
bistro.com,Food & Dining
zee5,Entertainment
iocl 71 main st,Fuel
blnkit,Groceries
Igl,Utilities
apSrTc,Transportation
Hpcl,Fuel
KOCHI METRO,Transportation
faasos,Food & Dining
  dmart ready  ,Groceries
iocl*,Fuel
mfine-store,Health
zepto.com,Groceries
  h&m  ,Shopping
target*,Shopping
voot #2721,Entertainment
doctor,Health
MC,Groceries
holchoi,Entertainment
dtc*,Transportation
Ksrtc,Transportation
macys,Shopping
HM,Transportation
reliance fresh.com,Groceries
fuel 763 main st,Fuel
instamart*,Groceries
vijAY salEs,Shopping
Reebok,Shopping
sutoco,Fuel
ADT,Utilities
biryani blues/shop,Food & Dining
kfc india #2388,Food & Dining
chaayos 533 main st,Food & Dining
dishtv store 390,Utilities
fortis hospital,Health
petrol pump,Fuel
CONCERT,Entertainment
hospital/shop,Health
lyft/shop,Transportation
adani power/shop,Utilities
sunoco 654 main st,Fuel
  truemeds  ,Health
naravana bhavan,Food & Dining
instamzrt,Groceries
  bsnl  ,Utilities
apollo clinic.com,Health
bus*,Transportation
  den  ,Utilities
HPCL,Fuel
store-store,Shopping
hypercity-store,Groceries
dminos,Food & Dining
reliance petrol #7043,Fuel
cvs/shop,Health
msedcl.com,Utilities
Rainbow Hospital,Health
  disney+ hotstar  ,Entertainment
target #9999,Groceries
indraprastha gas-store,Utilities
chennai metro*,Transportation
  dominos india  ,Food & Dining
GAIL,Utilities
  macys  ,Shopping
CABLE,Utilities
CABLE,Utilities
ebay store 293,Shopping
elecgric,Utilities
IOCL,Fuel
youtube music*,Entertainment
KOKILABEN,Health
Lybrate,Health
netmeds.com,Health
satyam cinemas*,Entertainment
haldirams,Food & Dining
dmart ready,Groceries
NB,Groceries
Irani Cafe,Food & Dining
bp,Fuel
target.com,Shopping
Health,Health
udupi,Food & Dining
fortis hospital*,Health
apollo hospitals store 338,Health
pisney,Entertainment
uber india-store,Transportation
steam,Entertainment
blinkit-store,Groceries
AJIO,Shopping
msrtc-store,Transportation
bikanervala*,Food & Dining
Diner,Food & Dining
spencers #1203,Groceries
msedcl*,Utilities
tata power 753 main st,Utilities
  irani cafe  ,Food & Dining
snapdeal/shop,Shopping
Diner,Food & Dining
fare,Transportation
myupchar*,Health
moti mahal,Food & Dining
bigbazaar 770 main st,Groceries
sln nxt,Entertainment
RAYMOND,Shopping
  book my show  ,Entertainment
FARE,Transportation
msrtc store 116,Transportation
adani power.com,Utilities
hinduja hospitbl,Health
airtel #283,Utilities
ola cabs/shop,Transportation
lyft #854,Transportation
mx player.com,Entertainment
steam.com,Entertainment
chennai metro*,Transportation
diesel-store,Fuel
metro.com,Transportation
blu smart 3 main st,Transportation
shell indna,Fuel
nayara energy,Fuel
xbox store 433,Entertainment
piza,Food & Dining
indian oil 786 main st,Fuel
amusement 618 main st,Entertainment
KfC,Food & Dining
igl store 93,Utilities
  trader joes  ,Groceries
  hpcl  ,Fuel
mcdondlds,Food & Dining
apple music india #3655,Entertainment
central.com,Shopping
MYNTRA,Shopping
bses,Utilities
subway,Transportation
TRAIN,Transportation
max healthcare store 385,Health
jiomart store 213,Groceries
woodland-store,Shopping
hospital-store,Health
shop #9170,Shopping
bistro/shop,Food & Dining
ola cabs-store,Transportation
NETFLIX,Entertainment
dmart #3632,Groceries
gamestheshop,Entertainment
iocl.com,Fuel
kochi metro,Transportation
GAIL,Utilities
waLMarT,Shopping
mtnl 805 main st,Utilities
breach candy store 432,Health
flipkart supermart*,Groceries
  vodafone  ,Utilities
torrent power,Utilities
Bangalore Metro,Transportation
entertainment.com,Entertainment
shell india,Fuel
msrtc #3924,Transportation
iDeA,Utilities
taco bell.com,Food & Dining
store,Shopping
bigbasket store 406,Groceries
subway,Food & Dining
ola cabs #6970,Transportation
ww momo,Food & Dining
kfc,Food & Dining
yaihoda,Health
  breach candy  ,Health
delhi metro #1958,Transportation
naaptol/shop,Shopping
msrtc*,Transportation
miraj cinemfs,Entertainment
spectra 89 main st,Utilities
LIFESTYLE STORES,Shopping
aiis,Health
marathon 923 main st,Fuel
tata sky store 444,Utilities
redbus #5355,Transportation
playstation,Entertainment
reliance petrol store 421,Fuel
SI,Food & Dining
indian railways/shop,Transportation
uber.com,Transportation
vodafone #3748,Utilities
indian railways #4008,Transportation
zara*,Shopping
msedcl,Utilities
cafe coffee day store 125,Food & Dining
exxon.com,Fuel
hospital.com,Health
aldi.com,Groceries
carget,Groceries
peirol,Fuel
Ccd,Food & Dining
myupchar store 121,Health
Saravana Bhavan,Food & Dining
udaan/shop,Shopping
ADani POwER,Utilities
igl,Utilities
disney hotstar/shop,Entertainment
aple store,Shopping
VODAFONE,Utilities
uber india 155 main st,Transportation
water,Utilities
blu smart,Transportation
HP,Fuel
transit.com,Transportation
essar oil,Fuel
AB,Utilities
grofERs,Groceries
nordstrom,Shopping
restaurant*,Food & Dining
CARNIVAL CINEMAS,Entertainment
TAXI,Transportation
  naaptol  ,Shopping
Metro,Transportation
Biryani Blues,Food & Dining
gas company/shop,Utilities
Max Hospital,Health
grofdrs,Groceries
MANIPAL HOSPITAL,Health
lifestyle,Shopping
Jio Bp,Fuel
kklkata metro,Transportation
Airtel Digital Tv,Utilities
indian oil,Fuel
zee5.com,Entertainment
paytm mall 924 main st,Shopping
vodafone.com,Utilities
IndIaN raIlWaYS,Transportation
tikona.com,Utilities
max healthcare #3337,Health
you broadband/shop,Utilities
clinic.com,Health
spar store 106,Groceries
bikanervala,Food & Dining
rie aid,Health
samsung store-store,Shopping
subway india,Food & Dining
DEN,Utilities
truemeds,Health
  jio bp  ,Fuel
  wockhardt  ,Health
restaurant*,Food & Dining
gamestheshop*,Entertainment
AHA,Entertainment
games the shop,Entertainment
DIESEL,Fuel
transport*,Transportation
ADANI POWER,Utilities
pizza #3560,Food & Dining
homeshop18-store,Shopping
tneb,Utilities
truemeds,Health
med plus 527 main st,Health
metro,Transportation
rite aid-store,Health
vodafene,Utilities
natures basket.com,Groceries
hinduja hospital-store,Health
staz bazaar,Groceries
bus*,Transportation
disney+ hotstar/shop,Entertainment
pantaloons,Shopping
concert store 444,Entertainment
  samsung store  ,Shopping
irctc.com,Transportation
vodafone idea*,Utilities
medplus 806 main st,Health
  hpcl  ,Fuel
apple store-store,Shopping
cafe.com,Food & Dining
  jio bp  ,Fuel
SHELL,Fuel
INDIAMART,Shopping
bikanervala store 440,Food & Dining
  star bazaar  ,Groceries
book my show.com,Entertainment
rail.com,Transportation
delhi jal board 797 main st,Utilities
bestbuy,Shopping
cable,Utilities
punjabi dhaba/shop,Food & Dining
dominos #3479,Food & Dining
cafe coffee day*,Food & Dining
adidas,Shopping
  bp  ,Fuel
Dunkin,Food & Dining
gamestheshop,Entertainment
youtube music,Entertainment
Power,Utilities
wow momo-store,Food & Dining
bangalore metro*,Transportation
chevron.com,Fuel
disney hotstar store 285,Entertainment
NetMeds,Health
yashoda/shop,Health
  24 seven  ,Groceries
starbucks,Food & Dining
TBI,Food & Dining
fortis/shop,Health
Fuel,Fuel
delhi jal board-store,Utilities
medicine #5939,Health
nayara EnERgY,Fuel
dUnkin,Food & Dining
  24 seven  ,Groceries
blikit,Groceries
SL,Entertainment
samung store,Shopping
mall,Shopping
swiggy,Food & Dining
UBER INDIA,Transportation
spencer's store 314,Groceries
games.com,Entertainment
gap*,Shopping
zomato,Food & Dining
shop store 467,Shopping
power.com,Utilities
bp #8367,Fuel
amazon #5788,Shopping
zomato,Food & Dining
Lybrate,Health
cinema/shop,Entertainment
costco/shop,Groceries
transit #8999,Transportation
marathon.com,Fuel
medplus*,Health
lunchbox/shop,Food & Dining
games the shop,Entertainment
tatacliq #8043,Shopping
nike store 399,Shopping
ALTBALAJI,Entertainment
mobil #4388,Fuel
mERU caBs,Transportation
disnhy hotstar,Entertainment
spotify india-store,Entertainment
rapido,Transportation
more store 162,Groceries
Barista,Food & Dining
hpcl,Fuel
  fare  ,Transportation
lax fashion,Shopping
nayara energy*,Fuel
act fibernet.com,Utilities
faasos.com,Food & Dining
tata cliq,Shopping
rEliancE FReSh,Groceries
limeroad-store,Shopping
snapdeal-store,Shopping
JIO CINEMA,Entertainment
OVENSTORY,Food & Dining
dental #539,Health
water-store,Utilities
disney hotstar*,Entertainment
apple store india store 400,Shopping
VERIZON,Utilities
reLiaNCe jiO,Utilities
reliance jio/shop,Utilities
Verizon,Utilities
disney/shop,Entertainment
poorvika 125 main st,Shopping
swiggy instamart 181 main st,Food & Dining
tain,Transportation
store/shop,Shopping
toRrenT POwER,Utilities
apollo pharmacy,Health
shoppers stop/shop,Shopping
HinDustaN pETroLEUm,Fuel
gasoline-store,Fuel
XBOX,Entertainment
LUnCHBOx,Food & Dining
Mumbai Metro,Transportation
fORtIs,Health
diner #5872,Food & Dining
liberty.com,Shopping
H&M,Shopping
iddian oil,Fuel
cng #2265,Fuel
  tata power  ,Utilities
utarbucks,Food & Dining
fab india/shop,Shopping
poorvika #2292,Shopping
diner.com,Food & Dining
PD,Food & Dining
red bus,Transportation
parking,Transportation
Wendys,Food & Dining
apsrtc/shop,Transportation
faasos/shop,Food & Dining
metro cash #5662,Groceries
Koovs,Shopping
indian oil.com,Fuel
dominos 402 main st,Food & Dining
cliic,Health
phone,Utilities
bmtc,Transportation
netglix,Entertainment
super bazar 849 main st,Groceries
whole foods*,Groceries
decathlon india.com,Shopping
iocl #5795,Fuel
ebay 871 main st,Shopping
apotlo pharmacy,Health
naaptol.com,Shopping
pizza-store,Food & Dining
reliance smart store 308,Groceries
apple store india,Shopping
meru abs,Transportation
indiamart store 356,Shopping
mobil*,Fuel
cable 592 main st,Utilities
wlndys,Food & Dining
Fare,Transportation
more megastore store 326,Groceries
bescom store 86,Utilities
tpco bell,Food & Dining
burger-store,Food & Dining
  concert  ,Entertainment
Zara,Shopping
wendys,Food & Dining
jio cinema.com,Entertainment
vodafone idea #4126,Utilities
MH,Health
  book my show  ,Entertainment
vi.com,Utilities
VERIZON,Utilities
shell,Fuel
STORE,Shopping
paytm movies store 308,Entertainment
dr lal pathlabs,Health
bsnl,Utilities
MARKET,Groceries
bookmyshow,Entertainment
gasoline.com,Fuel
entertinment,Entertainment
reebok.com,Shopping
fortis hospital/shop,Health
flipkart supermart 703 main st,Groceries
srl diagnostics-store,Health
essar oil.com,Fuel
diner-store,Food & Dining
FRESH,Groceries
Adani Power,Utilities
hinduja hospital,Health
essar oil/shop,Fuel
BHARAT PETROLEUM,Fuel
transit/shop,Transportation
book my show,Entertainment
reliance jio,Utilities
SHELL,Fuel
gAsolINe,Fuel
torrent power 722 main st,Utilities
transit #876,Transportation
transport 887 main st,Transportation
JB,Fuel
adani power/shop,Utilities
Bsnl,Utilities
reliance petroleum/shop,Fuel
sunoco 193 main st,Fuel
freshmenu-store,Food & Dining
blu sart,Transportation
transport #406,Transportation
trader joes,Groceries
punjabi dhaba-store,Food & Dining
  erosnow  ,Entertainment
costco #5077,Groceries
bharat petroleum*,Fuel
tatasky 229 main st,Utilities
manipal hospital store 207,Health
cable/shop,Utilities
apollo clinic,Health
yashda,Health
nextra-store,Utilities
DIsNeY,Entertainment
JIO BP,Fuel
Bigbasket,Groceries
Reliance Petrol,Fuel
abhibus 735 main st,Transportation
  reliance smart  ,Groceries
med plus*,Health
Fortis,Health
irctc #5651,Transportation
  pizza  ,Food & Dining
sun direct/shop,Utilities
big basjet,Groceries
naaptol #3005,Shopping
  spencer's  ,Groceries
bus.com,Transportation
publix/shop,Groceries
red bus 92 main st,Transportation
haldirams,Food & Dining
Gas Station,Fuel
fuel*,Fuel
MM,Groceries
care,Health
Ajio,Shopping
Netflix,Entertainment
zepto,Groceries
bigbasket/shop,Groceries
CHEVRON,Fuel
internet*,Utilities
GrOceRY,Groceries
fResH MENU,Food & Dining
game the shop,Entertainment
frnshmenu,Food & Dining
spotify india store 23,Entertainment
cinema*,Entertainment
reliance petroleum/shop,Fuel
spencer's/shop,Groceries
indiamart,Shopping
maaptol,Shopping
petrol pump #3077,Fuel
chevron 286 main st,Fuel
reBeL fooDs,Food & Dining
more #9246,Groceries
REbEl Foods,Food & Dining
  hoichoi  ,Entertainment
essar oil,Fuel
Medical,Health
MOtheRhOod,Health
Mall,Shopping
1mg #8253,Health
aPpLe SToRe InDIA,Shopping
Internet,Utilities
att.com,Utilities
best,Transportation
KOCHI METRO,Transportation
jiosaavn*,Entertainment
apple store 599 main st,Shopping
super qazar,Groceries
gaaa,Entertainment
apple music india.com,Entertainment
box8 172 main st,Food & Dining
LyBRate,Health
PETRol,Fuel
walmart,Groceries
chennai metro,Transportation
Publix,Groceries
vrizon,Utilities
taco bell india #5078,Food & Dining
aasyday,Groceries
easyday-store,Groceries
vodafone*,Utilities
subway 769 main st,Food & Dining
diner,Food & Dining
sunrco,Fuel
  altbalaji  ,Entertainment
reliance petrol,Fuel
alt balaji #2141,Entertainment
sUnOcO,Fuel
grofers #3921,Groceries
chAi PoINT,Food & Dining
PVR,Entertainment
udupi/shop,Food & Dining
GTS,Entertainment
Igl,Utilities
cloudnine.com,Health
  hindustan petroleum  ,Fuel
poweu,Utilities
dr lal pathlabs*,Health
big bazaar 560 main st,Groceries
Delhi Jal Board,Utilities
taco bell india,Food & Dining
tatasky/shop,Utilities
  cloudnine  ,Health
Decathlon India,Shopping
gedicover,Health
easyday 176 main st,Groceries
  parking  ,Transportation
  hoichoi  ,Entertainment
TARGET,Shopping
fuel*,Fuel
exxon #8774,Fuel
truemxds,Health
subway,Transportation
coffye,Food & Dining
twenty four seven,Groceries
spotify-store,Entertainment
  auto gas  ,Fuel
rail.com,Transportation
TATASKY,Utilities
abhibus.com,Transportation
burgqr king india,Food & Dining
aiims/shop,Health
BEHROUZ BIRYANI,Food & Dining
prime video india,Entertainment
fresh/shop,Groceries
subway.com,Transportation
Pspcl,Utilities
spencers*,Groceries
STAR BAZAAR,Groceries
reliance petrol,Fuel
mall-store,Shopping
mobil*,Fuel
dental,Health
spencer'S,Groceries
  ebay  ,Shopping
jimart,Groceries
lifestyle stores #6403,Shopping
med plus*,Health
nayara energy 775 main st,Fuel
lybrlte,Health
craftsvilla/shop,Shopping
  jiomart  ,Groceries
kroger store 337,Groceries
doctor-store,Health
cvs 955 main st,Health
disney+ hotstar store 155,Entertainment
  burger king india  ,Food & Dining
chevron.com,Fuel
truemeds.com,Health
twenyy four seven,Groceries
motherhood*,Health
24 seven store 162,Groceries
reliance petrol/shop,Fuel
reliance fresh store 414,Groceries
cinema,Entertainment
  h&m  ,Shopping
Kfc India,Food & Dining
domios india,Food & Dining
kims huspital,Health
spencer's #4073,Groceries
gas company 793 main st,Utilities
limeroad #9713,Shopping
D2H,Utilities
jabong store 273,Shopping
merufcabs,Transportation
mAX HeaLTHCaRe,Health
aster 785 main st,Health
westside,Shopping
blusmart/shop,Transportation
ola cabs #7946,Transportation
zepto*,Groceries
mobil/shop,Fuel
Supermarket,Groceries
aster 966 main st,Health
artel digital tv,Utilities
vodafone idea store 432,Utilities
ccd,Food & Dining
starbucks*,Food & Dining
apollo fharmacy,Health
sun nxt.com,Entertainment
bmtc,Transportation
ac broadband,Utilities
NE,Fuel
Dominos,Food & Dining
kolkata metro-store,Transportation
  zee5  ,Entertainment
Sun Nxt,Entertainment
nature's basket,Groceries
nayara energy 361 main st,Fuel
theater*,Entertainment
Burger King India,Food & Dining
Wendys,Food & Dining
abhibus 593 main st,Transportation
centcal,Shopping
RF,Food & Dining
Reliance Petrol,Fuel
fare #1024,Transportation
wochardt,Health
sunoco.com,Fuel
biryani blues-store,Food & Dining
PUMA,Shopping
dtc.com,Transportation
  westside  ,Shopping
cng #439,Fuel
aazon prime,Entertainment
hoichoi store 125,Entertainment
airtel,Utilities
essar oil 784 main st,Fuel
nordstrom 561 main st,Shopping
snapdeal 549 main st,Shopping
Pharmeasy,Health
punjabi dhaba.com,Food & Dining
you broadband.com,Utilities
tao bell india,Food & Dining
  pharmacy  ,Health
halth,Health
WOW MOMO,Food & Dining
sahakari bhandar-store,Groceries
book my show,Entertainment
VI,Utilities
practo/shop,Health
instamart-store,Groceries
srl diagnostics 699 main st,Health
DTC,Transportation
  fortis hospital  ,Health
lybaate,Health
  train  ,Transportation
Kolkata Metro,Transportation
essar oil/shop,Fuel
restaurant-store,Food & Dining
Walgreens,Health
  h&m  ,Shopping
mobil #5333,Fuel
mi store/shop,Shopping
limeroad 993 main st,Shopping
tatasy,Utilities
cinema*,Entertainment
d mart*,Groceries
mumbai metro,Transportation
doctor*,Health
medical #8539,Health
pvr 924 main st,Entertainment
lberty,Shopping
limeroad,Shopping
care,Health
zepto,Groceries
shoppers stop 916 main st,Shopping
iocl,Fuel
disney #3203,Entertainment
aple store,Shopping
udaan/shop,Shopping
bigbasket,Groceries
marathon 26 main st,Fuel
Auto Gas,Fuel
breach candy,Health
D Mart,Groceries
sun direct.com,Utilities
bpcl*,Fuel
Naaptol,Shopping
exXoN,Fuel
woodland #8261,Shopping
mx PLAyER,Entertainment
Practo,Health
raymond,Shopping
pvr,Entertainment
AutO GaS,Fuel
hpcl-store,Fuel
PHaRmACY,Health
WESTSIDE,Shopping
dtc*,Transportation
PHaRmEasy,Health
hYderAbAd metro,Transportation
comast,Utilities
marathon,Fuel
zee5 #8350,Entertainment
chennai metro-store,Transportation
trader joes-store,Groceries
diesel/shop,Fuel
24 seven.com,Groceries
cafe store 447,Food & Dining
rEliAncE Jio,Utilities
  srl diagnostics  ,Health
essar oil-store,Fuel
kochi metro #2997,Transportation
croma.com,Shopping
behrouz biryani*,Food & Dining
RA,Health
big bazar,Groceries
the burger club*,Food & Dining
dr lal patrlabs,Health
gAIl,Utilities
hyderabad metro store 252,Transportation
SuBWaY,Food & Dining
Gaana,Entertainment
bigbsket,Groceries
shop*,Shopping
SUBWAY,Transportation
games the shop-store,Entertainment
HuNGAmA,Entertainment
H&M,Shopping
cng*,Fuel
MC,Groceries
tatasy,Utilities
croma,Shopping
MoTI MaHAl,Food & Dining
bharat petroleum.com,Fuel
pspce,Utilities
cinepolis*,Entertainment
HYDERABAD METRO,Transportation
big bazaar 159 main st,Groceries
movie-store,Entertainment
  inox  ,Entertainment
SB,Groceries
naptol,Shopping
perol pump,Fuel
  barista  ,Food & Dining
natures basket 694 main st,Groceries
  spar  ,Groceries
Decathlon India,Shopping
HYPERCITY,Groceries
trUeMEDS,Health
SuNOCO,Fuel
Apollo Pharmacy,Health
apsrtc store 12,Transportation
dISney+ hOTsTAR,Entertainment
nermeds,Health
  pharmeasy  ,Health
  udupi  ,Food & Dining
gail*,Utilities
nykaa 906 main st,Shopping
dominos india 312 main st,Food & Dining
figbazaar,Groceries
puma.com,Shopping
gas station-store,Fuel
  chennai metro  ,Transportation
essar oil,Fuel
AG,Fuel
  best  ,Transportation
reliance petrol/shop,Fuel
cloudnine #3873,Health
voot/shop,Entertainment
OVEN STORY,Food & Dining
diesel.com,Fuel
bigbazaar/shop,Groceries
dominos india 200 main st,Food & Dining
uber india 302 main st,Transportation
Jabong,Shopping
max healthcare #8414,Health
taxi.com,Transportation
bpcl 635 main st,Fuel
nayara energy-store,Fuel
ptpcl,Utilities
Dmrc,Transportation
reliance petroleum #9831,Fuel
bistro 94 main st,Food & Dining
cng-store,Fuel
MH,Health
idea*,Utilities
snapdeal #4606,Shopping
samsung store 525 main st,Shopping
apple sore,Shopping
parking-store,Transportation
indian oil-store,Fuel
namma metro-store,Transportation
fabindia*,Shopping
APOLLO HOSPITALS,Health
sun nxt,Entertainment
paytm bus 892 main st,Transportation
aiims.com,Health
thyrocare 47 main st,Health
Bp,Fuel
disney hotstar/shop,Entertainment
  naaptol  ,Shopping
Tata Power,Utilities
dtc #5905,Transportation
dmart ready store 428,Groceries
retail/shop,Shopping
hotstar,Entertainment
water,Utilities
star bazaar.com,Groceries
  24 seven  ,Groceries
fuel store 104,Fuel
macys 142 main st,Shopping
blinkit/shop,Groceries
koovs,Shopping
mobikwik,Transportation
EROSNOW,Entertainment
ASTER,Health
  games the shop  ,Entertainment
hindustan petroleum/shop,Fuel
tata power #2878,Utilities
ola store 186,Transportation
reliance fresh-store,Groceries
tata cliq #6215,Shopping
blusmart.com,Transportation
SpoTIFy,Entertainment
petrol pump-store,Fuel
DECATHLON INDIA,Shopping
pizza-store,Food & Dining
GaMEs THE SHOP,Entertainment
